country_name_short	country_name	party_name_short	party_name_english	party_name	party_name_ascii	family_name_short	family_name	left_right	state_market	liberty_authority	eu_anti_pro	cmp	euprofiler	ees	castles_mair	huber_inglehart	ray	benoit_laver	chess	country_id	party_id	family_id
"ISR"	"Israel"	"Mapam"	"United Workers Party"	"Mifleget HaPoalim HaMeuhedet"	"Mifleget HaPoalim HaMeuhedet"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	72311.0								34	1168	11.0
"ISR"	"Israel"	"MeHo"	"Free Centre"	"HaMerkaz HaHofshi"	"HaMerkaz HaHofshi"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									34	1889	6.0
"ISR"	"Israel"	"Meimad"	"Meimad"	"Medina Yehudit Medina Demokratit"	"Medina Yehudit Medina Demokratit"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									34	1867	11.0
"ISR"	"Israel"	"Meretz"	"Energy"	"Meretz"	"Meretz"	"soc"	"Social democracy"	1.7786	3.2632	0.6667	8.1	72326.0						6505.0		34	1419	11.0
"ISR"	"Israel"	"MiHa"	"Centre Party"	"Mifleget Hamerkaz"	"Mifleget Hamerkaz"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									34	1863	6.0
"ISR"	"Israel"	"MiHal"	"Liberal Party"	"Miflaga Haliberalit"	"Miflaga Haliberalit"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	72411.0								34	765	6.0
"ISR"	"Israel"	"Mizrahi"	"Spiritual Centre"	"HaMizrahi – Merkaz Ruhani"	"HaMizrahi -- Merkaz Ruhani"	"spec"	"Special issue"													34	1833	16.0
"ISR"	"Israel"	"Mo"	"Heritage"	"Morasha"	"Morasha"	"spec"	"Special issue"					72534.0								34	31	16.0
"ISR"	"Israel"	"O"	"Courage"	"Ometz"	"Ometz"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	72425.0								34	61	6.0
"ISR"	"Israel"	"OL"	"Strength to Israel"	"Otzma Leyisrael"	"Otzma Leyisrael"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									34	2322	40.0
"ISR"	"Israel"	"OZ-KH"	"This World -- New Force"	"HaOlam HaZeh – Koah Hadash"	"HaOlam HaZeh -- Koah Hadash"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	72610.0								34	938	14.0
"ISR"	"Israel"	"PAY"	"Agudat Israel Workers"	"Poalei Agudat Yisrael"	"Poalei Agudat Yisrael"	"spec"	"Special issue"													34	1832	16.0
"ISR"	"Israel"	"RALEV"	"Arab List for Bedouin and Villagers"	"Reshima Aravit LeBedouim VeKfariym"	"Reshima Aravit LeBedouim VeKfariym"	"spec"	"Special issue"													34	2357	16.0
"ISR"	"Israel"	"RAM-77"	"United Arab List -- 1977"	"Reshima Aravit Meuhedet – 1977"	"Reshima Aravit Meuhedet -- 1977"	"spec"	"Special issue"													34	2311	16.0
"ISR"	"Israel"	"RDAY"	"Democratic List for Israeli Arabs"	"Reshima Demokratit LeAravei Yisrael"	"Reshima Demokratit LeAravei Yisrael"	"spec"	"Special issue"													34	1829	16.0
"ISR"	"Israel"	"RDN"	"Democratic List of Nazareth"	"Reshima Demokratit shel Natzrat"	"Reshima Demokratit shel Natzrat"	"spec"	"Special issue"													34	1824	16.0
"ISR"	"Israel"	"RM"	"National List"	"Reshima Mamlakhtit"	"Reshima Mamlakhtit"	"con"	"Conservative"	7.4	6.4	6.9	7.8									34	1841	26.0
"ISR"	"Israel"	"Raam"	"United Arab List"	"al-Qā'ima al-'Arabiyya al-Muwaḥḥada"	"al-Qa'ima al-'Arabiyya al-Muwahhada"	"spec"	"Special issue"													34	1846	16.0
"ISR"	"Israel"	"Rafi"	"Israeli Workers List"	"Reshimat Poalei Yisrael"	"Reshimat Poalei Yisrael"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	72322.0								34	767	11.0
"ISR"	"Israel"	"Ratz"	"Movement for Civil Rights and Peace"	"Hatnuah Lezhiot Ha'ezrach"	"Hatnuah Lezhiot Ha'ezrach"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	72310.0								34	305	11.0
"ISR"	"Israel"	"ReHa"	"Fighters List"	"Reshimat HaLohmim"	"Reshimat HaLohmim"	"spec"	"Special issue"													34	2309	16.0
"ISR"	"Israel"	"ReMiSh"	"Progressive List for Peace"	"HaReshima HaMitkademet LeShalom"	"HaReshima HaMitkademet LeShalom"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	72222.0								34	390	14.0
"ISR"	"Israel"	"R|H"	"New Communist List | Democratic Front"	"Rakah | Hadash"	"Rakah | Hadash"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3	72225.0								34	732	14.0
"ISR"	"Israel"	"SV"	"Cooperation and Brotherhood"	"Shituf VeAhvah"	"Shituf VeAahvah"	"spec"	"Special issue"													34	1839	16.0
"ISR"	"Israel"	"SVM"	"Sephardim and Oriental Communities"	"Sfaradim VeEdot Mizrah"	"Sfaradim VeEdot Mizrah"	"con"	"Conservative"	7.4	6.4	6.9	7.8									34	1831	26.0
"ISR"	"Israel"	"Sh"	"Peace-Zion"	"Shlomtzion"	"Shlomtzion"	"con"	"Conservative"	7.4	6.4	6.9	7.8	72623.0								34	106	26.0
"ISR"	"Israel"	"Shas"	"Sfarad's guards of the Torah"	"Shomrei Sfarad"	"Shomrei Sfarad"	"spec"	"Special issue"	7.0417	2.1637	9.6842		72533.0						6555.0		34	788	16.0
"ISR"	"Israel"	"Shinui"	"Change"	"Shinui"	"Shinui"	"lib"	"Liberal"	5.4776	8.6207	1.7423	8.8	72413.0						6572.0		34	1850	6.0
"ISR"	"Israel"	"TDL"	"Democratic Movement for Change"	"Tnu'a Demokratit LeShinu"	"Tnu'a Demokratit LeShinu"	"lib"	"Liberal"	5.4776	8.6207	1.7423	8.8	72412.0						6572.0		34	1471	6.0
"ISR"	"Israel"	"THTH"	"Movement for the Renewal of Social Zionism"	"Tenoa'a leHithadshut Tzionut Hevratit"	"Tenoa'a leHithadshut Tzionut Hevratit"	"spec"	"Special issue"													34	2354	16.0
"ISR"	"Israel"	"Taal"	"Arab Movement for Renewal"	"Tnu'a Aravit LeHithadshut"	"Tnu'a Aravit LeHithadshut"	"spec"	"Special issue"													34	2353	16.0
"ISR"	"Israel"	"Tami"	"Movement for the Heritage of Israel"	"Tnu'at Masoret Yisrael"	"Tnu'at Masoret Yisrael"	"code"	"to be coded"					72532.0								34	588	28.0
"ISR"	"Israel"	"Tehiya"	"Revival"	"Tehiya"	"Tehiya"	"con"	"Conservative"	7.4	6.4	6.9	7.8	72612.0								34	1660	26.0
"ISR"	"Israel"	"Tnufa"	"Momentum"	"Tnufa"	"Tnufa"	"con"	"Conservative"	7.4	6.4	6.9	7.8									34	2360	26.0
"ISR"	"Israel"	"Tzomet"	"Crossroads"	"Tzomet"	"Tzomet"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	72613.0								34	976	40.0
"ISR"	"Israel"	"Vitzo"	"Women's International Zionist Organization"	"Vitzo"	"Vitzo"	"spec"	"Special issue"													34	2310	16.0
"ISR"	"Israel"	"YA"	"There is a Future"	"Yesh Atid"	"Yesh Atid"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									34	2321	6.0
"ISR"	"Israel"	"YB"	"Israel is Our Home"	"Yisrael Beiteinu"	"Yisrael Beiteinu"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	72625.0								34	1816	40.0
"ISR"	"Israel"	"YBA"	"Israel for Immigration"	"Yisrael Ba-Aliya"	"Yisrael Ba-Aliya"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	72428.0								34	277	6.0
"ISR"	"Israel"	"YH"	"United Torah Judaism"	"Yahadut HaTora HaMeuhedet"	"Yahadut HaTora HaMeuhedet"	"con"	"Conservative"	6.9396	2.8146	9.7556	7.8	72535.0						6589.0		34	1303	26.0
"ISR"	"Israel"	"Yachad"	"Together"	"Yachad"	"Yachad"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									34	2411	40.0
"ISR"	"Israel"	"Yahad"	"Together"	"Yahad"	"Yahad"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	72414.0								34	1269	6.0
"ISR"	"Israel"	"Yiud"	"Mission"	"Yiud"	"Yiud"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									34	2355	40.0
"ISR"	"Israel"	"ZK"	"General Zionists"	"Zionim Klalim"	"Zionim Klalim"	"lib"	"Liberal"	6.0	6.7	3.5	8.8	72420.0								34	1472	6.0
"ISR"	"Israel"	"etc"	"others"	"others"	"others"	"none"	"no family"													34	2352	12.0
"ISR"	"Israel"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													34	2308	12.0
"ISR"	"Israel"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"													34	123	12.0
"ITA"	"Italy"	"AD"	"Democratic Alliance"	"Alleanza Democratica"	"Alleanza Democratica"	"chr"	"Christian democracy"	5.0	5.0	5.0	6.6667	32529.0							817.0	26	896	3.0
"ITA"	"Italy"	"AIE"	"Associative Italians Abroad"	"Associativo Italiani all'Estero"	"Associativo Italiani all'Estero"	"spec"	"Special issue"													26	927	16.0
"ITA"	"Italy"	"ALD"	"Autonomy Liberty Democracy"	"Autonomie Liberté Démocratie"	"Autonomie Liberte Democratie"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	1063	6.0
"ITA"	"Italy"	"AN"	"National Alliance"	"Alleanza Nazionale"	"Alleanza Nazionale"	"con"	"Conservative"	8.0871	4.9559	8.8366	4.3389	32710.0					805.0	6606.0	805.0	26	373	26.0
"ITA"	"Italy"	"ASM"	"Social Alternative Mussolini"	"Alternativa Sociale Mussolini"	"Alternativa Sociale Mussolini"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									26	323	40.0
"ITA"	"Italy"	"BN"	"National Bloc"	"Blocco Nazionale"	"Blocco Nazionale"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									26	1713	40.0
"ITA"	"Italy"	"CCD"	"Christian Democratic Centre"	"Centro Cristiano Democratico"	"Centro Cristiano Democratico"	"chr"	"Christian democracy"	5.9067	5.1167	7.5833	8.5	32521.0					815.0		814.0	26	99	3.0
"ITA"	"Italy"	"CCD+CDU"	"Christian Democratic Centre / United Christian Democrats"	"Centro Cristiano Democratico  / Cristiani Democratici Uniti"	"Centro Cristiano Democratico  / Cristiani Democratici Uniti"	"chr"	"Christian democracy"	5.9067	5.1167	7.5833	8.5	32522.0					815.0		814.0	26	627	3.0
"ITA"	"Italy"	"CD"	" Democratic Centre"	"Centro Democratico"	"Centro Democratico"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	2153	6.0
"ITA"	"Italy"	"CDR"	"Republican Democratic Concentration"	"Concentrazione Democratica Repubblicana"	"Concentrazione Democratica Repubblicana"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	2044	6.0
"ITA"	"Italy"	"CDU"	"United Christian Democrats"	"Cristiani Democratici Uniti"	"Cristiani Democratici Uniti"	"chr"	"Christian democracy"	6.1667	5.145	7.7583	7.4426						818.0		818.0	26	128	3.0
"ITA"	"Italy"	"CS"	"Social Christians"	"Cristiano Sociali"	"Cristiano Sociali"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									26	1431	3.0
"ITA"	"Italy"	"CeD"	"Centre Right"	"Centro-destra"	"Centro-destra"	"con"	"Conservative"	7.4	6.4	6.9	7.8	32629.0								26	67	26.0
"ITA"	"Italy"	"CeS"	"Centre Left"	"Centro-sinistra"	"Centro-sinistra"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	32329.0							837.0	26	1048	11.0
"ITA"	"Italy"	"DC"	"Christian Democrats"	"Democrazia Cristiana"	"Democrazia Cristiana"	"chr"	"Christian democracy"	5.6611	5.7	7.2	8.9667	32520.0			1008.0	2107.0	801.0			26	1633	3.0
"ITA"	"Italy"	"DCA"	"Christian Democracy for the Autonomies"	"Democrazia Cristiana per le Autonomie"	"Democrazia Cristiana per le Autonomie"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									26	52	3.0
"ITA"	"Italy"	"DE"	"European Democracy"	"Democrazia Europea"	"Democrazia Europea"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	32901.0								26	488	3.0
"ITA"	"Italy"	"DINI-RI"	"Dini List -- Italian Renewal"	"Lista Dini – Rinnovamento Italiano"	"Lista Dini -- Rinnovamento Italiano"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	350	6.0
"ITA"	"Italy"	"DL"	"Labour Democratic Party"	"Partito Democratico del Lavoro"	"Partito Democratico del Lavoro"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									26	83	11.0
"ITA"	"Italy"	"DL-M"	"Democracy is Freedom -- The Daisy"	"Democrazia è Libertà – La Margherita"	"Democrazia e Liberta -- La Margherita"	"lib"	"Liberal"	3.9893	4.2347	4.7353	9.2935	32421.0						6746.0	819.0	26	1005	6.0
"ITA"	"Italy"	"DP"	"Proletarian Democracy"	"Democrazia Proletaria"	"Democrazia Proletaria"	"com"	"Communist/Socialist"	0.5	1.4	3.0	10.0	32211.0			1001.0		817.0			26	1424	14.0
"ITA"	"Italy"	"DS"	"Democrats of the Left"	"Democratici di Sinistra"	"Democratici di Sinistra"	"soc"	"Social democracy"	2.6277	3.1839	2.5869	9.068999999999999	32220.0				2102.0	802.0	6626.0	802.0	26	809	11.0
"ITA"	"Italy"	"FI-PdL"	"Go Italy -- The People of Freedom"	"Forza Italia – Il Popolo della Libertà"	"Forza Italia -- Il Popolo della Liberta"	"con"	"Conservative"	7.1459	7.912999999999999	6.5983	5.0946	32610.0	186.0	1380630.0			816.0	6646.0	815.0	26	596	26.0
"ITA"	"Italy"	"FLI"	"Future and Freedom for Italy"	"Futuro e libertà per l'Italia"	"Futuro e liberta per l'Italia"	"con"	"Conservative"	7.4	6.4	6.9	7.8									26	1477	26.0
"ITA"	"Italy"	"FUQ"	"Front of the Ordinary Man"	"Fronte dell'Uomo Qualunque"	"Fronte dell'Uomo Qualunque"	"con"	"Conservative"	7.4	6.4	6.9	7.8									26	409	26.0
"ITA"	"Italy"	"FdI-CN"	"Brothers of Italy -- National Centre-right"	"Fratelli d'Italia – Centrodestra Nazionale"	"Fratelli dItalia -- Centrodestra Nazionale"	"con"	"Conservative"	7.4	6.4	6.9	7.8									26	2154	26.0
"ITA"	"Italy"	"FdLV"	"Green Lists"	"Federazione delle Liste Verdi"	"Federazione delle Liste Verdi"	"eco"	"Green/Ecologist"	1.7778	2.5	1.8	6.5	32110.0				2103.0				26	1304	19.0
"ITA"	"Italy"	"FdV"	"Federation of the Greens"	"Federazione dei Verdi"	"Federazione dei Verdi"	"eco"	"Green/Ecologist"	2.3725	2.9566	1.0675	7.4499	32110.0				2103.0	808.0	6666.0	808.0	26	910	19.0
"ITA"	"Italy"	"Fed"	"Federalism"	"Federalismo – Europa dei Popoli"	"Federalismo -- Europa dei Popoli"	"spec"	"Special issue"													26	473	16.0
"ITA"	"Italy"	"FiD"	"Stop the Decline"	"Fermare il Declino"	"Fermare il Declino"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	2158	6.0
"ITA"	"Italy"	"ID"	"Democracy"	"I Democratici"	"I Democratici"	"chr"	"Christian democracy"	4.0844	4.3378	4.41	9.6944								819.0	26	961	3.0
"ITA"	"Italy"	"IdV"	"Italy of Values"	"Italia dei Valori"	"Italia dei Valori"	"lib"	"Liberal"	4.8712	4.5664	5.5255	7.1295	32902.0	176.0	1380902.0				6686.0	828.0	26	693	6.0
"ITA"	"Italy"	"LA"	"Anticapitalist List"	"Lista Anticapitalista"	"Lista Anticapitalista"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									26	712	14.0
"ITA"	"Italy"	"LAM"	"Southern Action League"	"Lega d'Azione Meridionale"	"Lega d'Azione Meridionale"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									26	436	40.0
"ITA"	"Italy"	"LL"	"Lombard League"	"Liga Lombarda"	"Liga Lombarda"	"spec"	"Special issue"													26	1560	16.0
"ITA"	"Italy"	"LN"	"North League"	"Lega Nord"	"Lega Nord"	"right"	"Right-wing"	7.8007	7.9138	7.9003	3.2088	32720.0	178.0	1380720.0		2109.0	812.0	6706.0	811.0	26	1436	40.0
"ITA"	"Italy"	"LT"	"List for Trieste"	"Lista per Trieste"	"Lista per Trieste"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									26	55	11.0
"ITA"	"Italy"	"LUP"	"The Union-Prodi"	"L'Unione-Prodi"	"L'Unione-Prodi"	"soc"	"Social democracy"	2.6216	2.9825	2.0943	7.834	32329.0						6626.0		26	1246	11.0
"ITA"	"Italy"	"LV"	"Venetian League"	"Liga Veneta"	"Liga Veneta"	"spec"	"Special issue"													26	1080	16.0
"ITA"	"Italy"	"M5S"	"Five Star Movement"	"Movimento 5 Stelle"	"Movimento 5 Stelle"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									26	2155	19.0
"ITA"	"Italy"	"MIS"	"Movement for the Independence of Sicily"	"Movimento Indipendentista Siciliano"	"Movimento Indipendentista Siciliano"	"spec"	"Special issue"													26	1028	16.0
"ITA"	"Italy"	"MSFT"	"Fiamma Tricolore"	"Fiamma Tricolore"	"Fiamma Tricolore"	"right"	"Right-wing"	9.5762	4.0871	9.4093	1.8252		175.0					6726.0	821.0	26	176	40.0
"ITA"	"Italy"	"MSI"	"Italian Social Movement"	"Movimento Sociale Italiano"	"Movimento Sociale Italiano"	"right"	"Right-wing"	9.1778	5.9	8.6	2.4	32710.0			1010.0	2110.0				26	831	40.0
"ITA"	"Italy"	"MpA"	"Movement for Autonomy"	"Movimento per l'Autonomia"	"Movimento per l'Autonomia"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3								840.0	26	1040	3.0
"ITA"	"Italy"	"NCD"	"New Centre-Right"	"Nuovo Centrodestra"	"Nuovo Centrodestra"	"con"	"Conservative"	7.4	6.4	6.9	7.8									26	2268	26.0
"ITA"	"Italy"	"NPSI"	"New PSI"	"Nuovo Partito Socialisti Italiani"	"Nuovo Partito Socialisti Italiani"	"soc"	"Social democracy"	5.43	5.67	3.57	7.2167	32611.0							835.0	26	1287	11.0
"ITA"	"Italy"	"PAz"	"Action Party"	"Partito d'Azione"	"Partito d'Azione"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									26	1330	14.0
"ITA"	"Italy"	"PC"	"Prime minister"	"Presidente del Consiglio dei ministri"	"Presidente del Consiglio dei ministri"	"none"	"no family"													26	2001	12.0
"ITA"	"Italy"	"PCI"	"Communist Party"	"Partito Comunista Italiano"	"Partito Comunista Italiano"	"com"	"Communist/Socialist"	1.6	1.4	3.0	3.3	32220.0			1003.0				841.0	26	1088	14.0
"ITA"	"Italy"	"PD"	"Democratic Party"	"Partito Democratico"	"Partito Democratico"	"soc"	"Social democracy"	2.6216	2.9825	2.0943	7.834		180.0	1380331.0				6626.0	837.0	26	382	11.0
"ITA"	"Italy"	"PDIUM"	"Italian Democratic Party of Monarchist Unity"	"Partito Democratico Italiano di Unità Monarchica"	"Partito Democratico Italiano di Unita Monarchica"	"con"	"Conservative"	7.4	6.4	6.9	7.8									26	1702	26.0
"ITA"	"Italy"	"PLD"	"Liberal Democratic Pole"	"Polo Liberal-Democratico"	"Polo Liberal-Democratico"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	671	6.0
"ITA"	"Italy"	"PLI"	"Italian Liberal Party"	"Partito Liberale Italiano"	"Partito Liberale Italiano"	"lib"	"Liberal"	6.45	6.7	3.5	7.5	32420.0			1009.0	2108.0	810.0			26	487	6.0
"ITA"	"Italy"	"PMP"	"Popular Monarchist Party"	"Partito Monarchico Popolare"	"Partito Monarchico Popolare"	"con"	"Conservative"	7.4	6.4	6.9	7.8									26	421	26.0
"ITA"	"Italy"	"PNM"	"Monarchist National Party"	"Partito Nazionale Monarchico"	"Partito Nazionale Monarchico"	"right"	"Right-wing"	8.7	5.9	8.6	2.4									26	1050	40.0
"ITA"	"Italy"	"PNP"	"National Pensioners' Party"	"Partito Nazionale Pensionati"	"Partito Nazionale Pensionati"	"spec"	"Special issue"													26	613	16.0
"ITA"	"Italy"	"PP"	"Pensioners' Party"	"Partito Pensionati"	"Partito Pensionati"	"spec"	"Special issue"	5.75	4.5	8.0	6.0								830.0	26	502	16.0
"ITA"	"Italy"	"PPI"	"Italian People's Party"	"Partito Popolare Italiano"	"Partito Popolare Italiano"	"chr"	"Christian democracy"	4.6267	4.105	5.8567	9.0778	32520.0					801.0		823.0	26	142	3.0
"ITA"	"Italy"	"PRC"	"Communist Refoundation Party"	"Partito della Rifondazione Comunista"	"Partito della Rifondazione Comunista"	"com"	"Communist/Socialist"	0.8849	0.6622	1.9878	3.5439	32212.0	181.0	1380212.0		2101.0	803.0	6806.0	803.0	26	1321	14.0
"ITA"	"Italy"	"PRI"	"Republican Party"	"Partito Repubblicano Italiano"	"Partito Repubblicano Italiano"	"lib"	"Liberal"	4.9704	5.8	5.1667	9.0278	32410.0			1006.0	2106.0	806.0		806.0	26	93	6.0
"ITA"	"Italy"	"PS"	"Segni Pact"	"Patto Segni"	"Patto Segni"	"chr"	"Christian democracy"	6.0	6.4	4.6	8.3333								826.0	26	827	3.0
"ITA"	"Italy"	"PSA"	"Sardinian Action Party"	"Partito Sardo d'Azione"	"Partito Sardo d'Azione"	"soc"	"Social democracy"	4.2	3.6667	6.25	7.0833								824.0	26	335	11.0
"ITA"	"Italy"	"PSDI"	"Italian Democratic Socialist Party"	"Partito Socialista Democratico Italiano"	"Partito Socialista Democratico Italiano"	"soc"	"Social democracy"	4.6206	3.915	2.99	8.8222	32330.0			1007.0	2105.0	807.0		807.0	26	242	11.0
"ITA"	"Italy"	"PSI"	"Italian Socialist Party"	"Partito Socialista Italiano"	"Partito Socialista Italiano"	"soc"	"Social democracy"	3.7722	3.5	3.5	8.75	32320.0			1005.0	2104.0	804.0		839.0	26	1475	11.0
"ITA"	"Italy"	"PSIUP"	"Socialist Party of Proletarian Unity"	"Partito Socialista di Unità Proletaria"	"Partito Socialista di Unita Proletaria"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									26	1593	14.0
"ITA"	"Italy"	"PSUf"	"Unified Socialist Party"	"Partito Socialista Unificato"	"Partito Socialista Unificato"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1	32322.0								26	1008	11.0
"ITA"	"Italy"	"PaCoI"	"Agrarian Party"	"Partito dei Contadini d'Italia"	"Partito dei Contadini d'Italia"	"agr"	"Agrarian"	5.3	4.9	6.5	5.4									26	618	2.0
"ITA"	"Italy"	"PdA"	"Pole of Autonomy"	"Polo dell'Autonomia"	"Polo dell'Autonomia"	"spec"	"Special issue"													26	1528	16.0
"ITA"	"Italy"	"PdCI"	"Party of the Italian Communists"	"Partito dei Comunisti Italiani"	"Partito dei Comunisti Italiani"	"com"	"Communist/Socialist"	1.0423	0.9046	1.2704	4.5086	32213.0						6766.0	836.0	26	1661	14.0
"ITA"	"Italy"	"PdUP"	"Proletarian Unity Party"	"Partito di Unità Proletaria"	"Partito di Unita Proletaria"	"com"	"Communist/Socialist"	1.3833	1.0	3.0	5.8333	32210.0			1002.0				822.0	26	968	14.0
"ITA"	"Italy"	"PpP"	"Popular Party for Prodi"	"Popolari per Prodi"	"Popolari per Prodi"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									26	840	3.0
"ITA"	"Italy"	"P|SDI"	"Italian Democratic Socialists | Party"	"Partito | Socialisti Democratici Italiani"	"Partito | Socialisti Democratici Italiani"	"soc"	"Social democracy"	3.9895	4.3906	3.208	7.0658							6826.0		26	1278	11.0
"ITA"	"Italy"	"R"	"Radicals"	"Radicali"	"Radicali"	"soc"	"Social democracy"	3.9732	7.0784	0.3338	8.2722	32310.0			1004.0		814.0	6786.0	813.0	26	1296	11.0
"ITA"	"Italy"	"RC"	"Civil Revolution"	"Rivoluzione Civile"	"Rivoluzione Civile"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3									26	2157	14.0
"ITA"	"Italy"	"Rete"	"Movement for Democracy -- The Net"	"Movimento per la Democrazia – La Rete"	"Movimento per la Democrazia -- La Rete"	"chr"	"Christian democracy"	6.2	5.7	7.2	6.6667	32951.0					813.0			26	366	3.0
"ITA"	"Italy"	"RiI"	"Italian Renewal"	"Rinnovamento Italiano"	"Rinnovamento Italiano"	"soc"	"Social democracy"	5.0317	5.9683	5.515	8.6833	32321.0							825.0	26	630	11.0
"ITA"	"Italy"	"SC"	"Civic Choice"	"Scelta Civica"	"Scelta Civica"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	2156	6.0
"ITA"	"Italy"	"SL"	"Left (Ecology) Freedom"	"Sinistra (Ecologia) Libertà"	"Sinistra (Ecologia) Liberta"	"com"	"Communist/Socialist"	1.3	1.4	3.0	3.3		371.0	1380007.0					838.0	26	465	14.0
"ITA"	"Italy"	"SVP"	"South Tyrol Peoples Party"	"Südtiroler Volkspartei"	"Suedtiroler Volkspartei"	"spec"	"Special issue"	5.4	5.085	6.9	7.6083								827.0	26	1030	16.0
"ITA"	"Italy"	"UC"	"Union / Centre"	"Unione / Centro"	"Unione / Centro"	"chr"	"Christian democracy"	6.1092	5.1181	7.8038	7.127999999999999		188.0	1380523.0			818.0	6846.0	818.0	26	226	3.0
"ITA"	"Italy"	"UDEUR"	"Union of Democrats for Europe"	"Unione Democratici per l'Europa"	"Unione Democratici per l'Europa"	"chr"	"Christian democracy"	5.285	4.61	7.195	8.3833								829.0	26	399	3.0
"ITA"	"Italy"	"UDN"	"National Democratic Union"	"Unione Democratica Nazionale"	"Unione Democratica Nazionale"	"con"	"Conservative"	7.4	6.4	6.9	7.8									26	1714	26.0
"ITA"	"Italy"	"UDR"	"Union of republican democrats"	"Unione dei democratici per la repubblica"	"Unione dei democratici per la repubblica"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3									26	1145	3.0
"ITA"	"Italy"	"UV"	"Valdotanian Union"	"Union Valdôtaine"	"Union Valdotaine"	"spec"	"Special issue"													26	974	16.0
"ITA"	"Italy"	"UdCe"	"Democratic Union of the Centre"	"Unione Democratica di Centro"	"Unione Democratica di Centro"	"lib"	"Liberal"	6.0	6.7	3.5	8.8									26	397	6.0
"ITA"	"Italy"	"VA"	"Rainbow Greens"	"Verdi Arcobaleno"	"Verdi Arcobaleno"	"eco"	"Green/Ecologist"	2.5	2.5	1.8	6.5									26	325	19.0
"ITA"	"Italy"	"etc"	"others"	"diversi"	"diversi"	"none"	"no family"													26	825	12.0
"ITA"	"Italy"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"													26	2059	12.0
"ITA"	"Italy"	"none"	"no party affiliation"	"senzo partito"	"senzo partito"	"none"	"no family"													26	1552	12.0
"ITA"	"Italy"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"													26	2302	12.0
"JPN"	"Japan"	"CoP"	"Cooperative Party"	"Kyoudoutou"	"Kyoudoutou"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									5	1738	11.0
"JPN"	"Japan"	"DP"	"Democratic Party"	"Minshutō"	"Minshuto"	"con"	"Conservative"	7.4	6.4	6.9	7.8									5	1734	26.0
"JPN"	"Japan"	"DPJ"	"Democratic Party of Japan"	"Minshutō"	"Minshu"	"con"	"Conservative"	5.5717	5.06	4.1541	7.8	71624.0						8352.0		5	439	26.0
"JPN"	"Japan"	"DRP"	"Democratic Reform Party"	"Min-kai-ren"	"Min-kai-ren"	"soc"	"Social democracy"	3.3	3.5	3.5	8.1									5	163	11.0
